idcontrato,tipoContrato,tipoFimContrato,CPV,adjudicante,adjudicatarios,concorrentes,precoBaseProcedimento,precoContratual,PrecoTotalEfetivo,dataDecisaoAdjudicacao,dataCelebracaoContrato,dataPublicacao,dataFechoContrato,nr_concorrentes,city,cpv_prefix,agg_cpv,contribuinte_adjudicante,contribuinte_adjudicatarios,adjudicante_clean,adjudicatarios_clean
10258881,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",30200000-1 - Equipamento e material informático,Instituto Politécnico de Viana do Castelo,"ConfigBit, Lda","505244713-Cesce - Soluções Informáticas, S.A. | 509117660-Exitus - Soluções Tecnológicas, Lda | 501333401-BASE2, LDA | 516165887-CTT SOLUÇÕES EMPRESARIAIS, S.A. | 504615947-MEO - SERVIÇOS DE COMUNICAÇÕES E MULTIMÉDIA S.A. | 517218356-ARROBABIT TECHNOLOGY LDA | 503258121-EDNI - Empresa Distribiudora de Material Informático, Lda | 501933840-Beltrão Coelho Minho | 504100327-PRN Informática, Ldª | 513154990-ConfigBit - Soluções Tecnológicas, Unipessoal Lda | 502425296-Inforlandia S.A | 504904493-RIS2048-SISTEMAS INFORMATICOS E COMUNICAÇÕES, LDA",409763.73,128874.0,128874.0,2023-08-29,2023-09-15,2023-09-25,2023-10-27,12,Viana do Castelo,30,Máquinas e equipamentos,503761877,513154990,instituto politecnico de viana do castelo,configbit
10258934,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",92620000-3 - Serviços relacionados com o desporto,Município de Amarante,"Espalha Ideias, Lda","504136992-SYNCHRO - SERVIÇOS EM OUTSOURCING, LDA | 502034866-Know How - Sociedade de Ensino de LÃ­nguas e Acção Social, Unipessoal Lda. | 507796012-HOBBYVIDA, DESPORTO, EDUCAÇÃO E VITIVINICULTURA, LDA | 515293520-Faceta Determinada, Gestão Desportiva, Unipessoal, Ld.ª | 505323184-Espalha Ideias-Actividades de Tempos Livres Lda",175000.0,162325.01,187651.59,2023-09-11,2023-09-22,2023-09-25,2025-03-26,5,Amarante,92,Cultura e desporto,501102752,505323184,municipio de amarante,espalha ideias
10258947,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",31527210-1 - Lanternas,Município de Faro,"A. Santos Electricidade,Lda","501408304-Rolear.ON - Soluções de Engenharia, S.A. | 513690204-F.S. INACIO &amp; INACIO-MONTAGENS ELETRICAS CONST. CIVIL OBRAS PUBLICAS, LDA | 509909566-ALGARPOWER, Lda | 510138535-Auralight Portugal, Lda. | 507768469-LTX-Iluminação Técnica SA | 501497889-Cunha Bastos, Lda | 508127700-SIGMAWORLD UNIPESSOAL, LDA | 504941399-Humberto Rodrigues Iluminações Uni pessoal Lda | 503107875-A. Santos Electricidade,Lda | 507667301-APS - ESTUDOS PROJECTOS E MONTAGENS DE ILUMINAÇÃO, LDA. | 514153652-AMENER - EFICIÊNCIA ENERGÉTICA, S.A | 500072760-Schréder Iluminação SA | 507513908-ISETE-INOVAÇÃO, SOLUÇÕES ECONÓMICAS E TECNOLOGIA ECOLÓGICA, LDA",193079.9,191335.0,191335.0,2023-08-29,2023-09-18,2023-09-25,2023-12-12,13,Faro,31,Equipamento elétrico,506579425,503107875,municipio de faro,a santos electricidade
10259159,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",60130000-8 - Serviços de transporte rodoviário de passageiros com finalidade específica,Município de Marco de Canaveses,"NUVEM MISTERIO UNIPESSOAL ,  LDA","515910163-Táxis Irmãos Saraiva, Lda. | 517082365-J Vieira &amp; M Sousa, LDA | 505462575-AJVS ESCAPES, LDA | 513806997-Táxis João Ferreira Unipessoal | 513729666-Nuvem Mistério, Unipessoal, Lda | 505446928-Táxis Sérgio &amp; Susana Lda | 509773257-RURABI TAXI, LDA. | 508273943-AFECTUS LDA | --José Batista Sousa | 505361760-Táxis Fernando &amp; Glória,Ldª | 516491067-Exemplo Matinal - Unipessoal, Lda.",93990.0,5830.0,5830.0,2023-09-19,2023-09-25,2023-09-25,2024-09-19,11,Marco de Canaveses,60,Serviços de transporte,501073655,513729666,municipio de marco de canaveses,nuvem misterio
10259176,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",80500000-9 - Serviços de formação,Município de Penafiel,"Skill Robotics, Lda","505323184-Espalha Ideias-Actividades de Tempos Livres Lda | 502034866-Know How - Sociedade de Ensino de LÃ­nguas e Acção Social, Unipessoal Lda. | 517395320-PITADA MELÓDICA - UNIPESSOAL, LDA | 514444134-Skill Robotics, Lda",61653.0,31413.0,31413.0,2023-09-01,2023-09-12,2023-09-25,2023-11-27,4,Penafiel,80,Educação,501073663,514444134,municipio de penafiel,skill robotics
10259568,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45453100-8 - Obras de recuperação,Município de Odivelas,"P2Y Engenharia, Lda.","503388424-Ernesto Ribeiro Ferreira, Lda | 514023708-Arcos Combinados - Arquitectos Associados, Lda | 502359994-Armando Ferreira &amp; Filhos, Lda. | 507708830-OAPM-Contrução Civil Unipessoal, Lda | 509635970-P2Y Engenharia, Lda. | 515228567-Joaquim Dias Antunes, Unipessoal, Lda. | 509510736-Inovplena - Construções, Lda",240000.0,207500.0,223953.89,2023-07-11,2023-09-15,2023-09-25,2025-06-25,7,Odivelas,45,Construção,504293125,509635970,municipio de odivelas,p2y engenharia
10260254,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45223100-7 - Montagem de estruturas metálicas,"Casa Pia de Lisboa, I. P.",Cpw engenharia lda,"508369444-Ambienti d Interni, Unipessoal, Lda | 507708830-OAPM-Contrução Civil Unipessoal, Lda | 501159150-Baião Pereira &amp; Fernandes, Soc. Const. Lda. | 516375474-Vértice Visionário - Engenharia e Construções, Unipessoal, Lda. | 501379045-Construções Borges e Cantante, LDA | 509452140-Cpw engenharia lda",100000.0,95992.53,95992.53,2023-08-24,2023-09-25,2023-09-26,2024-07-03,6,Lisboa,45,Construção,501390642,509452140,casa pia de lisboa i p,cpw engenharia
10260257,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","92312100-2 - Serviços recreativos de produtores teatrais, grupos de cantores, bandas de música e orquestras",Município de Oliveira de Azeméis,SIMULTANEO DE IDEIAS E MUSICA PRODUÇÃO DE EVENTOS CULTURAIS LDA,"510903940-FRENETIK SMILE UNIPESSOAL LDA | 505395649-SIMULTANEO DE IDEIAS E MUSICA PRODUÇÃO DE EVENTOS CULTURAIS LDA | 510554199-EEW, Lda",187695.0,125000.0,125000.0,2023-09-13,2023-09-21,2023-09-26,2023-12-31,3,Oliveira de Azemeis,92,Cultura e desporto,506302970,505395649,municipio de oliveira de azemeis,simultaneo de ideias e musica producao de eventos culturais
10260280,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45212290-5 - Reparação e manutenção de instalações desportivas,Município de Pombal,"DOMO FUN GRASS Portugal, Lda.","517267683-VARIMUTER - Construções Desportivas, Unipessoal Lda | 502112174-Euroténis - Equipamentos Desportivos, Lda. | 513849114-DOMO FUN GRASS Portugal, Lda. | 514626240-JMCortez - Engenharia e construção, lda | 500348898-Fabrigimno - Fabricação Material Desporto, Lda | 980577330-Ecoasfalt; SA - Sucursal em Portugal | 501216901-Artur Florêncio &amp; Filhos, AFFSPORTS, Lda | 502177624-Nativa Arquitectura Engenharia e Construção, Lda",176975.0,108999.8,119034.29,2023-08-31,2023-09-13,2023-09-26,2024-12-30,8,Pombal,45,Construção,506334562,513849114,municipio de pombal,domo fun grass portugal
10260415,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",35800000-2 - Equipamento individual e de apoio,Câmara Municipal de Almada,"CLS BRANDS, LDA","510843018-Parners Stealth, Lda | 514818484-Enerre Pharma, Ldª | 500901694-Dias &amp; Vicentes, Lda | 500701490-ET – Empresa de Export – Import e Cooperação Industrial, Lda. | 510823416-PUSH SAFETY, LDA | 500302030-Wurth Portugal LDA | 502841249-CLS BRANDS, LDA | 501159959-OCEANOTRADE - Imp. &amp; Export., S.A.",92460.0,42.24,42.24,2023-09-06,2023-09-06,2023-09-26,2023-11-22,8,Almada,35,Segurança e defesa,500051054,502841249,camara municipal de almada,cls brands
10260529,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",60130000-8 - Serviços de transporte rodoviário de passageiros com finalidade específica,Município de Silves,União Desportiva Messinense,"507673999-Globalroute, Transporte de Passageiros Unipessoal, Ldª | 501678204-Clube de Futebol \""Os Armacenenses\"" | 506473317-APEXA - Associação de Apoio à Pessoa Excepcional do Algarve | 500059136-Frota Azul (Algarve) - Transportes e Turismo, L.da | 501069542-Casa do Povo de São Bartolomeu de Messines | 516063316-Confort Bus - Transportes Internacionais de Passageiros, Lda. | 501464913-União Desportiva Messinense | 509873391-Simply-Viagens e Transportes, Lda.",1328675.4,200959.2,181920.98,2023-07-03,2023-08-01,2023-09-26,2024-07-16,8,Silves,60,Serviços de transporte,506818837,501464913,municipio de silves,uniao desportiva messinense
10260710,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","45230000-8 - Construção de condutas de longa distância, de linhas para comunicação e transporte de energia, vias rápidas, estradas, aeródromos e vias férreas; nivelamento ",Município de Santa Maria da Feira,"Paviazemeis - Pavimentações de Azemeis, Lda","505475677-José da Silva Rocha, Lda | 502896604-Paviazeméis - Pavimentações de Azeméis, Lda. | 508681049-Tamivia - Construções e Obras Públicas, Lda. | 502933755-Tecnifeira - Engenharia e Construção, SA | 500173532-M. dos Santos &amp; Cia., S. A. | 503369489-Construções Carlos Pinho, Lda.",146176.4,111824.6,131670.45,2023-08-24,2023-09-25,2023-09-26,2024-10-22,6,Santa Maria da Feira,45,Construção,501157280,502896604,municipio de santa maria da feira,paviazemeis pavimentacoes de azemeis
9977926,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",77211000-2 - Serviços relacionados com exploração florestal,Município de Portimão,Suberpinus - Serviços Agro Florestais Lda,"516044966-H.B GESTAO FLORESTAL E CONSTRUÇÕES ,LDA | 504338854-PERENE, S.A. | 507180780-Suberpinus - Serviços Agro-Florestais, Lda | 502877472-ECOAMBIENTE – SERVIÇOS E MEIO AMBIENTE, S.A.",174000.0,41940.0,41940.0,2023-04-19,2023-05-08,2023-05-09,2023-08-03,4,Portimão,77,Agricultura e pesca,505309939,507180780,municipio de portimao,suberpinus servicos agro florestais
10260823,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",18143000-3 - Equipamento (vestuário) de protecção,"Águas de Gaia, E. M., S. A.","ET - Empresa de Exportações e Importações e Cooperação Industrial, Lda","505073161-Spars - Segurança e Higiene No Trabalho, Lda | 505766205-HR PROTECCAO - COMERCIO DE MATERIAL DE PROTECCAO E SEGURANCA NO TRABALHO, LDA | 500701490-ET - Empresa de Exportações e Importações e Cooperação Industrial, Lda | 502293748-A.J.OLIVEIRA, LDA. | 510843018-Parners Stealth, Lda | 514929170-Planeta Vertical Lda | 501847049-HIGIENOVA-HIGIENE E LIMPEZA INDUSTRIAL, LDA | 502841249-CLS BRANDS, LDA | 500302030-Würth - Portugal - Técnica de Montagem, Ldª.",100000.0,7000.0,6994.0,2023-07-31,2023-09-25,2023-09-26,2025-10-17,9,Vila Nova de Gaia,18,Têxteis e vestuário,504763202,500701490,aguas de gaia e m,et empresa de exportacoes e importacoes e cooperacao industrial
10261235,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","30230000-0 - Equipamento informático
32570000-9 - Equipamento para comunicações",Instituto Politécnico do Cávado e do Ave,"ConfigBit – Soluções Tecnológicas, Unipessoal Lda.","513154990-ConfigBit, Lda | 501933840-Beltrão Coelho Minho | 504904493-RIS 2048 - Sistemas Informáticos e Comunicações, S.A. | 508975662-BI-BRIGHT, COMUNICAÇÃO VISUAL INTERACTIVA S.A. | 506504948-Ésistemas - Cons. Sistemas Com. Visual e Mult. Lda | 513960937-Páginas aos Blocos, Lda.",87490.0,18702.0,18702.0,2023-09-04,2023-09-14,2023-09-26,2024-03-05,6,Barcelos,30,Máquinas e equipamentos,503494933,513154990,instituto politecnico do cavado e do ave,configbit solucoes tecnologicas
10261270,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",32400000-7 - Redes,Instituto Politécnico do Cávado e do Ave,"RIS 2048 - Sistemas Informáticos e Comunicações, S.A.","513154990-ConfigBit, Lda | 501933840-Beltrão Coelho Minho | 504904493-RIS 2048 - Sistemas Informáticos e Comunicações, S.A. | 508975662-BI-BRIGHT, COMUNICAÇÃO VISUAL INTERACTIVA S.A. | 506504948-Ésistemas - Cons. Sistemas Com. Visual e Mult. Lda | 513960937-Páginas aos Blocos, Lda.",87490.0,34250.2,34250.2,2023-09-04,2023-09-11,2023-09-26,2023-12-26,6,Barcelos,32,Telecomunicações,503494933,504904493,instituto politecnico do cavado e do ave,ris 2048 sistemas informaticos e comunicacoes
10261720,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45233253-7 - Pavimentação de vias para peões,"Empreendimentos Hidroeléctricos do Alto Tâmega e Barroso, S. A.","ALTURA DINÂMICA, LDA.","516016563-BETUFAM, LDA. | 509030572-Gafaestruturas - Engenharia, Lda, | 504179160-Granitos de Montalegre, Lda. | 500719616-Anteros Empreitadas - Sociedade de Construções e Obras Publicas, S.A. | 507473787-ALTURA DINÂMICA, LDA. | 503472069-Higino Pinheiro &amp; Irmão SA | 510106323-MAEIRO CARVALHO, LDA.",230533.02,197227.57,228058.27,2023-09-14,2023-09-26,2023-09-26,2023-12-27,7,Montalegre,45,Construção,502227842,507473787,empreendimentos hidroelectricos do alto tamega e barroso,altura dinamica
10261975,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",79341000-6 - Serviços de publicidade,Autoridade Nacional de Segurança Rodoviária,"NOVA EXPRESSÃO- Planeamento de Meios e Publicidade , S.A.","503160300-NOVA EXPRESSÃO- Planeamento de Meios e Publicidade , S.A.",135000.0,133424.0,133424.0,2023-09-18,2023-09-26,2023-09-26,2024-01-29,1,Concelho não determinado,79,Serviços empresariais,600082563,503160300,autoridade nacional de seguranca rodoviaria,nova expressao planeamento de meios e publicidade
10262421,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45233220-7 - Pavimentação de estradas,Município de Fafe,M. COUTO ALVES SA,"503451541-RESTRADAS - REVITALIZAÇÃO DE ESTRADAS DO NORTE, LDA | 500326517-CJR Cândido José Rodrigues, S.A. | 502793520-Construções Pardais - Irmãos Monteiros, Lda | 501489126-Domingos Silva Teixeira, S.A. | 500173532-M. dos Santos &amp; Companhia, S.A | 516016563-Betufam, Lda. | 503472069-HIGINO PINHEIRO &amp; IRMÃO, S.A. | 500553408-Alexandre Barbosa Borges, S.A. | 504626191-Duque &amp; Duque - Terraplanagens, L.da | 504213709-M. COUTO ALVES SA | 514129000-DizConstrução, Lda., Portugal",902815.78,730578.58,730578.58,2023-09-11,2023-09-26,2023-09-27,2024-12-04,11,Fafe,45,Construção,506841561,504213709,municipio de fafe,m couto alves
10262578,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",60120000-5 - Serviços de táxis,Município de Amarante,Tributódromo Unipessoal Lda,"515910163-Táxis Irmãos Saraiva, Lda. | --PAULO JORGE MIRANDA DE AZEVEDO | 516950061-Taxis Fernando Monteiro Unipessoal, Lda. | 510329861-Tributodromo unipessoal lda | 513729666-Nuvem Mistério, Unipessoal, Lda | --Joaquim Madureira Magalhães | 504979582-Taxi Santa Maria de Fregim, Lda | --Laurinda Benilde da Conceição | 500396833-ALCIDE FRAGA DO SOUTO &amp; Cª LDA. | --António Brás Pinto da Costa",109216.0,16640.0,16016.0,2023-09-14,2023-09-19,2023-09-27,2024-06-25,10,Amarante,60,Serviços de transporte,501102752,510329861,municipio de amarante,tributodromo
10262588,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",30200000-1 - Equipamento e material informático,Município do Montijo,"EDNI  - Empresa Distribiudora de Material Informático, Lda","504904493-RIS2048-SISTEMAS INFORMATICOS E COMUNICAÇÕES, LDA | 513154990-ConfigBit - Soluções Tecnológicas, Unipessoal Lda | 509117660-Exitus, Soluções Tecnológicas, Lda. | 513960937-Páginas aos Blocos, Lda. | 503258121-EDNI - Empresa Distribiudora de Material Informático, Lda | 502078200-Infordigito - equipamentos de escritório lda | 980079659-INETUM ESPAÑA, S.A. - SUCURSAL EM PORTUGAL | 506121640-Domusnet | 506324729-PSC - Paulo S. Conde, Lda | 502670355-DIGIBÉRIA INFORMATION TECHNOLOGIES, S.A. | 501333401-BASE2 – INFORMÁTICA E TELECOMUNICAÇÕES, LDA. | 503239917-AMBISIG - Ambiente e Sistemas de Informação Geográfica, S.A | 503063851-Vimaponto, Equipamentos e Serviços de Informática, Lda | 508435412-ZEONE INFORMÁTICA | 503371947-Assismática - Equipamentos Informáticos, Lda.",36580.0,2968.0,2968.0,2023-09-04,2023-09-19,2023-09-27,2023-11-17,15,Montijo,30,Máquinas e equipamentos,502834846,503258121,municipio do montijo,edni empresa distribiudora de material informatico
10262599,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",60120000-5 - Serviços de táxis,Município de Amarante,"Taxis Fernando Monteiro Unipessoal, Lda.","515910163-Táxis Irmãos Saraiva, Lda. | --PAULO JORGE MIRANDA DE AZEVEDO | 516950061-Taxis Fernando Monteiro Unipessoal, Lda. | 510329861-Tributodromo unipessoal lda | 513729666-Nuvem Mistério, Unipessoal, Lda | --Joaquim Madureira Magalhães | 504979582-Taxi Santa Maria de Fregim, Lda | --Laurinda Benilde da Conceição | 500396833-ALCIDE FRAGA DO SOUTO &amp; Cª LDA. | --António Brás Pinto da Costa",109216.0,4800.0,4800.0,2023-09-14,2023-09-19,2023-09-27,2024-07-29,10,Amarante,60,Serviços de transporte,501102752,516950061,municipio de amarante,taxis fernando monteiro
10262728,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",38500000-0 - Aparelhos de controlo e ensaio,Instituto Politécnico de Viseu,"VÓRTICE EQUIPAMENTOS CIENTFICOS, LDA","506429210-Fisher Scientific, Lda. | 501144552-Vórtice - Equipamentos Científicos, Lda | 502614625-Unicam - Sistemas Analíticos, Lda | 513253076-INSTRUMONIT EQUIPAMENTOS UNIPESSOAL, LDA",25000.0,17127.8,17127.8,2023-05-02,2023-05-22,2023-09-27,2023-10-12,4,Viseu,38,Equipamento científico e laboratorial,680033548,501144552,instituto politecnico de viseu,vortice equipamentos cientficos
10263565,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",34928480-6 - Contentores e baldes para lixo e resíduos,Município de Elvas,"ESTÚDIO D1 - SOLUÇÕES DE MANUTENÇÃO E EQUIPAMENTO PARA RESÍDUOS, LDA","507736915-ENGELS LOGISTICA E AMBIENTE, UNIP.,LDA | 500276218-Sopinal - Fábrica de Equipamentos Urbanos e Metalurgia, Ldª | 515980196-Waste To Me | 507945662-Maquilotus - Comércio de Produtos de Limpeza, Lda. | 502137770-Contenur Portugal Industria e Comercio de Materiais Plasticos, SA | 500231206-Resopre - Sociedade Revendedora de Aparelhos de Precisão, S.A. | 510912842-Almoverde Environmental Solutions Lda | 514611421-ESTÚDIO D1 - SOLUÇÕES DE MANUTENÇÃO E EQUIPAMENTO PARA RESÍDUOS, LDA",60680.34,991.2,991.2,2023-09-14,2023-09-27,2023-09-27,2024-02-09,8,Elvas,34,Transportes e veículos,501272968,514611421,municipio de elvas,estudio d1 solucoes de manutencao e equipamento para residuos
10264398,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",16000000-5 - Maquinaria agrícola,"Instituto Nacional de Investigação Agrária e Veterinária, I. P.","Auto Agricola Sobralense, Lda","510148352-Harker XXI, SA | 500758859-Miraldino Filipe Mendes e Cª Lda | 502403802-ESTRUTURAS METÁLICAS FLORPÓVOA, LDA | 501144552-VÓRTICE EQUIPAMENTOS CIENTFICOS, LDA | 501952543-Same Deutz-Fahr Portugal Tractores e Equipamentos Agrícolas, Unipessoal, Lda | 501439099-Entroposto Máquinas Comércio de Equipamento Agrícola e Industrial, S.A. | 500033994-Auto Agricola Sobralense, Lda | 514879300-MREDIS II, lda",472523.4,99050.0,99050.0,2023-08-23,2023-09-27,2023-09-27,2024-05-14,8,Torres Vedras,16,Máquinas e equipamentos,510345271,500033994,instituto nacional de investigacao agraria e veterinaria i p,auto agricola sobralense
10264489,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",34223100-7 - Semi-reboques,"GESAMB - Gestão Ambiental e de Resíduos, E. I. M.","MOFIL - ENVIRONMENT EQUIPMENT, LDA","510253512-MOFIL - ENVIRONMENT EQUIPMENT, LDA | 500235775-ROQUES, CVES, SA.",210000.0,195700.0,195700.0,2023-08-02,2023-09-06,2023-09-27,2024-07-10,2,Évora,34,Transportes e veículos,506346773,510253512,gesamb gestao ambiental e de residuos e i m,mofil environment equipment
10266069,Empreitadas de obras públicas,Resolução do Contrato,45316000-5 - Instalação de sistemas de iluminação e de sinalização,"Lagos em Forma - Gestão Desportiva, E. M., S. A.","REDEMAIOR ENGENHARIA, LDA.","504013432-TERMOTÉRMICA, INSTALAÇÕES ESPECIAIS, LDA | 501255869-TERMOSUL - PROJETOS E INSTAÇÕES, S.A. | 517167948-BUILTINLT INSTALAÇÕES ESPECIAIS, LDA | 500354138-Francisco António Ferreira, Herdeiros, Lda. | 507655745-Electroinstal | 515126934-Artécnica-Engenharia e manutenção,LDA | 502345144-Aplitinta - Protecção e Revestimentos de Betão, Lda | 513373101-Redemaior Engenharia, Lda. | 514720000-GLOBALTERMICA INSTALAÇÕES MECÂNICAS, LDA",609500.0,15916.81,0.0,2023-08-04,2023-09-06,2023-09-28,2024-01-15,9,Lagos,45,Construção,507725077,513373101,lagos em forma gestao desportiva e m,redemaior engenharia
10266206,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",38421100-3 - Contadores de água,Serviços Municipalizados de Água e Saneamento de Sintra,FLOW SYSTEMS - Sistemas de Medição de Fluídos Lda.,"505355760-ENERMETER-SISTEMAS DE MEDIÇÃO, UNIPESSOAL LDA | 503646660-ITRON - Sistemas de Medição, Lda | 505232235-JANZ - Contagem e Gestão de Fluídos, SA | 504637037-FLOW SYSTEMS - Sistemas de Medição de Fluídos Lda.",451555.0,37682.0,37682.0,2023-09-12,2023-09-27,2023-09-28,2024-02-07,4,Sintra,38,Equipamento científico e laboratorial,680000054,504637037,servicos municipalizados de agua e saneamento de sintra,flow systems sistemas de medicao de fluidos
10266732,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",72268000-1 - Serviços de fornecimento de software,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.",- - TIMESTAMP Sistemas de Informação S.A.,"506360237-Timestamp – Sistemas de Informação, S.A.",200000.0,198877.64,198877.64,2023-07-24,2023-08-08,2023-09-28,2024-08-08,1,Lisboa,72,Tecnologias de Informação,503541567,,gebalis gestao do arrendamento da habitacao municipal de lisboa e m,timestamp sistemas de informacao
10266781,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45453100-8 - Obras de recuperação,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.","REFERÊNCIA IMBATIVEL, Unipessoal  Lda,","510819826-CRVM – Engenharia e Construção Unipessoal, Lda | 507695763-Delsiplano, Lda. | 514602490-AM3D - ENGENHARIA E CONSTRUÇÃO, UNIPESSOAL, LDA. | 515729752-PLANOGERAL LDA | 510826768-Metangular Construções Lda. | 514461446-C2DL LDA | 503425796-Protraço - Oficina de Projectos e Construções, Ldª | 513888756-Potencial Abcissa – Construções Unipessoal Lda | 501301704-Ramiro &amp; Delgado - Construções civis e obras públicas, Lda | 513347950-JUVENAL MEDEIROS - CONSTRUÇÕES E REMODELAÇÕES, UNIPESSOAL, LDA | 515118125-COSTA BRAGA, CONSTRUÇÕES UNIPESSOAL, LDA | 515189715-Rui Seiceira Unipessoal Lda | 516024400-REFERÊNCIA IMBATIVEL, Unipessoal Lda, | 514901829-Paralelo Exemplar, Lda. | 514023708-Arcos Combinados - Arquitectos Associados, Lda",311000.0,51893.0,51893.0,2023-09-14,2023-09-27,2023-09-28,2024-05-08,15,Lisboa,45,Construção,503541567,516024400,gebalis gestao do arrendamento da habitacao municipal de lisboa e m,referencia imbativel
10267117,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",34152000-7 - Simuladores de treino,Centro de Formação Profissional das Pescas e do Mar (FOR-MAR),- - Wärtsilä Voyage Limited,--Wärtsilä Voyage Limited,1475000.0,1298900.0,1298900.0,2023-07-27,2023-10-05,2023-09-28,2025-11-17,1,Lisboa,34,Transportes e veículos,508590582,,centro de formacao profissional das pescas e do mar for mar,wartsila voyage limited
10267569,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",71356200-0 - Serviços de assistência técnica,"Unidade Local de Saúde de Castelo Branco, E. P. E.","Enérgico Balanço, Lda","510152961-Enérgico Balanço, Lda | 500900469-Serviço de Utilização Comum dos Hospitais",26813.38,26813.38,26813.38,2023-07-28,2023-08-01,2023-09-28,2023-09-28,2,Castelo Branco,71,Arquitetura e engenharia,509309844,510152961,unidade local de saude de castelo branco e p e,energico balanco
10267571,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",60130000-8 - Serviços de transporte rodoviário de passageiros com finalidade específica,Município do Fundão,- - Paulo Jorge Cruz Gonçalves - Táxis de Valverde,"505015900-Táxis António José Jacinto | 500507988-Auto Taxi Martins e Irmão | 503313815-Transportes Serra &amp; Filhos, Lda | --Táxis Valverde",88096.26,2759.5,2579.5,2023-09-14,2023-09-14,2023-09-28,2024-06-28,4,Fundão,60,Serviços de transporte,506215695,,municipio do fundao,paulo jorge cruz goncalves taxis de valverde
