idcontrato,tipoContrato,tipoFimContrato,CPV,adjudicante,adjudicatarios,concorrentes,precoBaseProcedimento,precoContratual,PrecoTotalEfetivo,dataDecisaoAdjudicacao,dataCelebracaoContrato,dataPublicacao,dataFechoContrato,nr_concorrentes,contribuinte_adjudicante,contribuinte_adjudicatarios,city,cpv_prefix,agg_cpv
11387484,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Unidade Local de Saúde de Santa Maria, E. P. E.","Quilaban, S.A","503406694-Iberlab - Soluções para Laboratórios, Lda. | 501086110-WERFEN PORTUGAL, LDA. | 504441256-BIOGNOSTICA DISTRIB. DE PROD. E EQUIP. TECNICOS | 509717853-HEMOVISION, LDA | 502610069-Menarini Diagnósticos Material de Laboratório, Lda | 509035167-BECKMAN COULTER PORTUGAL UNIPESSOAL, LDA | 508440246-CSP Saúde, S.A. | 505025990-Meditecno Lda. | 500094853-SYSMEX PORTUGAL, S.A. | 501301321-Bio-Rad Laboratories, Lda. | 504282921-ROCHE SISTEMA DE DIAGNOSTICOS | 500006148-Abbott Laboratórios, Lda | 515487996-SEBIA – Fabrico de Aparelhos Bioquímicos, Unipessoal Lda. | 503315869-Maldral Scientia, S.A. | 515307467-The Binding Site Portugal, Specialist Protein Company, Unipessoal Lda | 507925173-SIEMENS HEALTHCARE DIAGNOSTICS LDA | 506916243-THERMO FISHER DIAGNOSTICS | 502380543-BIO PORTUGAL – QUIMICO FARMACEUTICA | 502501880-Arium - Sistemas de Diagnóstico, Lda. | 980379563-DIASORIN IBERIA-SUCURSAL PORTUGAL | 503531588-Lusopalex | 500399670-Quilaban, S.A | 513656677-Microgene - Produtos de Laboratório Lda.",10403908.7,242.5,0.0,2025-04-03,2025-04-03,2025-04-30,,23,508481287,500399670,Lisboa,33,Equipamento médico e farmacêutico
11387523,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de Santa Maria, E. P. E.","WERFEN PORTUGAL, LDA.",,1078293.17,205725.08,0.0,2025-04-17,2025-04-30,2025-04-30,,0,508481287,501086110,Lisboa,33,Equipamento médico e farmacêutico
11441104,Aquisição de bens móveis,,"33000000-0 - Equipamento médico, medicamentos e produtos para cuidados pessoais","Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.","PVL - Produtos para Laboratório, Lda",,180495.0,1034.0,0.0,2025-04-08,2025-04-08,2025-05-14,,0,506361616,501411852,Lisboa,33,Equipamento médico e farmacêutico
11388063,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de São José, E. P. E.",VWR International,"500222665-Proclinica - Equipamentos e Produtos Clínicos, Lda. | 502020776-ESTERIPLAS | 515083704-Adsterpt Unipessoal, Lda | 505792362-OVERPHARMA - PRODUTOS MÉDICOS E FARMACÊUTICOS, LDA. | 502473274-IMPORQUIMICA-INDUSTRIA PORTUGUESA DE PRODUÇÃO QUIMICA LDA | 502271728-PAUL HARTMANN | 503842770-VWR, Lda | 501506543-B BRAUN MEDICAL UNIPESSOAL, LDA | 505148676-LINEAMEDICA",189615.26,5850.02,0.0,2025-03-26,2025-04-04,2025-05-02,,9,508080142,503842770,Lisboa,33,Equipamento médico e farmacêutico
11441123,Aquisição de bens móveis,,33100000-1 - Equipamento médico,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.","Sarstedt - Técnico Laboratório, Lda",,180495.0,2520.0,0.0,2025-04-08,2025-04-08,2025-05-14,,0,506361616,503019461,Lisboa,33,Equipamento médico e farmacêutico
11441128,Aquisição de serviços,,72200000-7 - Serviços de consultoria e de programação de software,"Agência para a Integração, Migrações e Asilo, I. P.","CLARANET II SOLUTIONS, S.A.",,464000.0,260571.5,0.0,2025-04-30,2025-05-12,2025-05-14,,0,517686260,510728189,Lisboa,72,TI e consultoria
11388295,Locação de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",48730000-4 - Pacote de software de segurança,"Agência Nacional para a Qualificação e o Ensino Profissional, I. P.","Exitus, Soluções Tecnológicas, Lda.","509117660-Exitus, Soluções Tecnológicas, Lda. | 504904493-RIS 2048 - Sistemas Informáticos e Comunicações, S.A. | 507817842-CHIEF SECURITY OFFICERS, SA | 502670355-Digibéria Information Technologies S.A.",17997.0,1990.0,1990.0,2025-04-10,2025-04-30,2025-05-02,2025-12-31,4,510265006,509117660,Lisboa,48,Software e sistemas de informação
11388463,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Santa Maria, E. P. E.","LUSITANIA SULUÇÕES 2023, LDA",,62889.6,19321.8,0.0,2025-04-09,2025-04-24,2025-05-02,,0,508481287,517474760,Lisboa,33,Equipamento médico e farmacêutico
11388767,Empreitadas de obras públicas,,45453100-8 - Obras de recuperação,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.",Alicerce contemporãneo unipessoal lda,"518340953-Alicerce contemporãneo unipessoal lda | 513347950- Juvenal Medeiros, Construções &amp; Remodelações, Unipessoal | 510800980-Margem Mítica-Manutenção e Reabilitação, Unipessoal, Lda | 506359140-Horácio Mendes &amp; Bruno, Construções e Obras Públicas, Lda | 509944647-Construbuild - Services, Limitada | 508112320-FUNÇÃO CRIAR UNIPESSOAL LDA | 514555548-Simões e Morado - Engenharia e Construção, lda | 513858067-Cipribel- Construções Lda | 516644017-Vínculo Perene – Engenharia e Construção, Lda | 504789112-SANTOS &amp; CIPRIANO, LDA | 508035511-Megacalçada | 508422825-ECON Eco Construção Lda | 502418591-Casadarte Construção Civil Lda | 518160335-Architect Master Wave",500000.0,69750.0,0.0,2025-03-19,2025-04-03,2025-05-02,,14,503541567,518340953,Lisboa,45,Construção
11388810,Empreitadas de obras públicas,,45453100-8 - Obras de recuperação,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.",Alicerce contemporãneo unipessoal lda,"518340953-Alicerce contemporãneo unipessoal lda | 513347950- Juvenal Medeiros, Construções &amp; Remodelações, Unipessoal | 510800980-Margem Mítica-Manutenção e Reabilitação, Unipessoal, Lda | 506359140-Horácio Mendes &amp; Bruno, Construções e Obras Públicas, Lda | 509944647-Construbuild - Services, Limitada | 508112320-FUNÇÃO CRIAR UNIPESSOAL LDA | 514555548-Simões e Morado - Engenharia e Construção, lda | 513858067-Cipribel- Construções Lda | 516644017-Vínculo Perene – Engenharia e Construção, Lda | 504789112-SANTOS &amp; CIPRIANO, LDA | 508035511-Megacalçada | 508422825-ECON Eco Construção Lda | 502418591-Casadarte Construção Civil Lda | 518160335-Architect Master Wave",500000.0,69750.0,0.0,2025-03-19,2025-04-03,2025-05-02,,14,503541567,518340953,Lisboa,45,Construção
11388882,Empreitadas de obras públicas,,45453100-8 - Obras de recuperação,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.",Alicerce contemporãneo unipessoal lda,"518340953-Alicerce contemporãneo unipessoal lda | 513347950- Juvenal Medeiros, Construções &amp; Remodelações, Unipessoal | 510800980-Margem Mítica-Manutenção e Reabilitação, Unipessoal, Lda | 506359140-Horácio Mendes &amp; Bruno, Construções e Obras Públicas, Lda | 509944647-Construbuild - Services, Limitada | 508112320-FUNÇÃO CRIAR UNIPESSOAL LDA | 514555548-Simões e Morado - Engenharia e Construção, lda | 513858067-Cipribel- Construções Lda | 516644017-Vínculo Perene – Engenharia e Construção, Lda | 504789112-SANTOS &amp; CIPRIANO, LDA | 508035511-Megacalçada | 508422825-ECON Eco Construção Lda | 502418591-Casadarte Construção Civil Lda | 518160335-Architect Master Wave",500000.0,71800.0,0.0,2025-03-19,2025-04-03,2025-05-02,,14,503541567,518340953,Lisboa,45,Construção
11389136,Aquisição de serviços,,63510000-7 - Serviços de agências de viagens e serviços similares,Escola Superior de Hotelaria e Turismo do Estoril,"DOT Viagens e Turismo, Lda","514718960-Partner Travel | 509668453-Top Partner - Viagens &amp; Soluções Empresariais, S.A. | 510930492-AVIA-TE, UNIPESSOAL, LDA. | 501313915-TQ travel Quality - Viagens e Turismo, S.A. | 505259397-OSIRIS – VIAGENS E TURISMO, LDA | 502607971-Atlantida Viagens e Turismo, SA | 514862645-DOT Viagens e Turismo, Lda",75000.0,75000.0,0.0,2025-03-26,2025-04-01,2025-05-02,,7,502701676,514862645,Cascais,63,Serviços auxiliares de transporte
11470008,Empreitadas de obras públicas,,45453000-7 - Obras de revisão e recuperação,Município de Sintra,Izumix - Unipessoal Ldª,"510002455-GREEN WORLD, LDA | 510065775-Izumix - Unipessoal Ldª | 503388424-Ernesto Ribeiro Ferreira, Lda | 513279849-Margarida Braz Borges, Unipessoal, Lda. | 502353597-M.L. MOITA, SOCIEDADE GERAL DE CONSTRUÇÃO CIVIL LDA | 516375474-Vértice Visionário - Engenharia e Construções Lda",144750.83,133000.0,0.0,2025-04-07,2025-05-20,2025-05-28,,6,500051062,510065775,Sintra,45,Construção
11470048,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de Santa Maria, E. P. E.",Werfen Portugal Ldª,,315334.1,266904.1,0.0,2025-05-15,2025-05-28,2025-05-28,,0,508481287,501086110,Lisboa,33,Equipamento médico e farmacêutico
11470459,Aquisição de bens móveis,,33100000-1 - Equipamento médico,"Unidade Local de Saúde de São José, E. P. E.","MBA PORTUGAL, S.A.",,80143.0,53225.0,0.0,2025-05-08,2025-05-15,2025-05-29,,0,508080142,504445960,Lisboa,33,Equipamento médico e farmacêutico
11470659,Aquisição de serviços,,71200000-0 - Serviços de arquitectura e afins,Município de Loures,ENGIBENE LDA,,441940.0,98880.0,0.0,2025-04-16,2025-05-15,2025-05-29,,0,501294996,515124320,Loures,71,Arquitetura e engenharia
11441349,Aquisição de bens móveis,,14820000-5 - Vidro,Município de Vila Franca de Xira,NR - NELSON ROCHA - PEÇAS VIDROS E ACESSORIOS UNIPESSOAL LDA,,86260.16,86260.16,0.0,2025-04-17,2025-05-14,2025-05-14,,0,506614913,515085421,Vila Franca de Xira,14,Mineração e metais
11441419,Aquisição de bens móveis,,33111730-7 - Material para angioplastia,"Unidade Local de Saúde de Santa Maria, E. P. E.","Cateter - Produtos Médicos e Hospitalares, Lda",,232730.0,110400.0,0.0,2025-04-16,2025-05-13,2025-05-14,,0,508481287,502914319,Lisboa,33,Equipamento médico e farmacêutico
11441841,Aquisição de bens móveis,,34928480-6 - Contentores e baldes para lixo e resíduos,Município de Lisboa,Resopre SA,"500231206-Resopre - Soluções Urbanas, S.A. | 510912842-ALMOVERDE - ENVIRONMENTAL SOLUTIONS UNIPESSOAL LDA | 502888539-Bricantel, Comércio de Material Electrico de Bragança, S.A. | 502137770-Contenur Portugal SA",125090.0,55250.0,0.0,2025-03-31,2025-05-13,2025-05-15,,4,500051070,500231206,Lisboa,34,Equipamento de transporte
11389659,Empreitadas de obras públicas,,45233140-2 - Obras em estradas,Município de Oeiras,"Francisco Duarte Prego &amp; Filhos, Lda.",,194774.7,147410.65,0.0,2025-03-17,2025-04-30,2025-05-02,,0,500745943,501562044,Oeiras,45,Construção
11389714,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",30200000-1 - Equipamento e material informático,Autoridade Nacional de Comunicações,Prosonic - Produtos de Imagem e Comunicação S.A.,,120000.0,82500.0,82500.0,2025-04-15,2025-05-02,2025-05-02,2025-07-18,0,502017368,504030213,Lisboa,30,Equipamento de escritório e informática
11389755,Aquisição de serviços,,"79620000-6 - Serviços de fornecimento de pessoal, inclusive temporário","Parques de Sintra - Monte da Lua, S. A.",FLEXIBLE DETAILS - UNIPESSOAL LDA,,122400.0,122400.0,0.0,2025-04-17,2025-05-02,2025-05-02,,0,505174839,518244954,Sintra,79,Serviços empresariais
11442563,Aquisição de bens móveis,,31500000-1 - Equipamento para iluminação e lâmpadas eléctricas,Município de Sintra,"Cunha Bastos, Lda",,24891.0,19600.0,0.0,2025-04-09,2025-05-09,2025-05-15,,0,500051062,501497889,Sintra,31,Equipamento elétrico e iluminação
11442633,Aquisição de bens móveis,,33141210-5 - Cateteres de balão,"Unidade Local de Saúde de Santa Maria, E. P. E.","Boston Scientific Portugal, Lda",,40050.0,40050.0,0.0,2025-05-12,2025-05-15,2025-05-15,,0,508481287,504988964,Lisboa,33,Equipamento médico e farmacêutico
11443171,Empreitadas de obras públicas,,45200000-9 - Obras de construção total ou parcial e de engenharia civil,Santa Casa da Misericórdia de Lisboa,"OMEP-OBRAS MEDIÇÕES E PROJETOS, LDª","516836498-WIKISERVICE, LDA. | 502022469-OMEP-OBRAS MEDIÇÕES E PROJETOS, LDª | 513976353-ERS - SOLUTIONS, LDA.",3450000.0,400000.0,0.0,2025-02-27,2025-04-02,2025-05-15,,3,500745471,502022469,Lisboa,45,Construção
11443255,Empreitadas de obras públicas,,45233141-9 - Manutenção de estradas,Município de Sintra,"LOURISTRADA - CONSTRUÇÃO CIVIL DE VIAS, LDA.","502186810-Tecno Estrutura Construções Civis Industriais e Obras Publicas Lda | 502212900-XIX - Construção Projectos e Gestão, Lda. | 505274230-Submerci-Construção e Urbanizações, Lda. | 503362069-PLANINERTES - PAVIMENTAÇÕES, TERRAPLANAGENS E INERTES, LDA | 500603456-FLORINDO RODRIGUES JÚNIOR &amp; FILHOS, S.A | 501379754-Manuel Gomes de Almeida &amp; Filho, Construção Civil e Obras Públicas, Lda | 502808071-SIBAFIL, LDA | 501325174-Constradas - Estradas e Construção Civil, S.A. | 500120501-Sanestradas-Empreitadas de Obras Públicas e Particulares S.A. | 502496878-Construções Pragosa, SA | 507383125-Estrela do Norte | 501562044-Francisco Duarte Prego &amp; Filhos, Lda. | 503902101-LOURISTRADA - CONSTRUÇÃO CIVIL DE VIAS, LDA. | 515101460-VOLUMES E FRAGMENTOS - SERVIÇOS, UNIPESSOAL, LDA. | 504002023-ARIEPE - CONSTRUÇÕES CIVIS E OBRAS PUBLICAS, LDA | 501461396-Protecnil - Sociedade Tecnica de Construções, SA | 509305652-ENOCIVIL, LDA | 514023708-Arcos Combinados - Arquitectura e Engenharia, Lda | 503847933-Topbet-Trabalhos de Obras Publicas e Pavimentos Betuminosos S.A.",6500000.0,405245.6,0.0,2025-03-11,2025-04-24,2025-05-15,,19,500051062,503902101,Sintra,45,Construção
11443357,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.","EUROIMMUN Portugal, Unipessoal Lda.",,290868.78,290868.78,0.0,2025-04-01,2025-04-01,2025-05-15,,0,506361616,504022180,Lisboa,33,Equipamento médico e farmacêutico
11443423,Aquisição de bens móveis,,48900000-7 - Pacote de software e sistemas informáticos diversos,Autoridade Tributária e Aduaneira,"Timestamp – Sistemas de Informação, S.A.,",,140682.0,140682.0,0.0,2025-05-09,2025-05-14,2025-05-15,,0,600084779,506360237,Lisboa,48,Software e sistemas de informação
11443455,Empreitadas de obras públicas,,45233141-9 - Manutenção de estradas,Município de Sintra,"ARIEPE - CONSTRUÇÕES CIVIS E OBRAS PUBLICAS, LDA","502186810-Tecno Estrutura Construções Civis Industriais e Obras Publicas Lda | 502212900-XIX - Construção Projectos e Gestão, Lda. | 505274230-Submerci-Construção e Urbanizações, Lda. | 503362069-PLANINERTES - PAVIMENTAÇÕES, TERRAPLANAGENS E INERTES, LDA | 500603456-FLORINDO RODRIGUES JÚNIOR &amp; FILHOS, S.A | 501379754-Manuel Gomes de Almeida &amp; Filho, Construção Civil e Obras Públicas, Lda | 502808071-SIBAFIL, LDA | 501325174-Constradas - Estradas e Construção Civil, S.A. | 500120501-Sanestradas-Empreitadas de Obras Públicas e Particulares S.A. | 502496878-Construções Pragosa, SA | 507383125-Estrela do Norte | 501562044-Francisco Duarte Prego &amp; Filhos, Lda. | 503902101-LOURISTRADA - CONSTRUÇÃO CIVIL DE VIAS, LDA. | 515101460-VOLUMES E FRAGMENTOS - SERVIÇOS, UNIPESSOAL, LDA. | 504002023-ARIEPE - CONSTRUÇÕES CIVIS E OBRAS PUBLICAS, LDA | 501461396-Protecnil - Sociedade Tecnica de Construções, SA | 509305652-ENOCIVIL, LDA | 514023708-Arcos Combinados - Arquitectura e Engenharia, Lda | 503847933-Topbet-Trabalhos de Obras Publicas e Pavimentos Betuminosos S.A.",6500000.0,583716.08,0.0,2025-03-11,2025-04-22,2025-05-15,,19,500051062,504002023,Sintra,45,Construção
11443473,Aquisição de bens móveis,,38432000-2 - Aparelhos de análise,Instituto Hidrográfico,IBERAGAR S.A.,500135819-IBERAGAR S.A.,70000.0,69850.0,0.0,2025-05-07,2025-05-15,2025-05-15,,1,501494170,500135819,Lisboa,38,Equipamento laboratorial e óptico
11389991,Aquisição de serviços,,50433000-9 - Serviços de calibragem,Serviço de Utilização Comum dos Hospitais,"MEDSIMTEK, UNIPESSOAL LDA.",,122870.0,27072.06,0.0,2025-03-26,2025-04-21,2025-05-02,,0,500900469,518529304,Lisboa,50,Reparação e manutenção
11390012,Aquisição de serviços,,50433000-9 - Serviços de calibragem,Serviço de Utilização Comum dos Hospitais,"TRESCAL PORTUGAL, LDA",,122870.0,20824.0,0.0,2025-03-26,2025-04-22,2025-05-02,,0,500900469,502451033,Lisboa,50,Reparação e manutenção
11471140,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.","Socime II, Lda",,685250.0,133500.0,0.0,2025-04-14,2025-05-28,2025-05-29,,0,508080142,504453939,Lisboa,33,Equipamento médico e farmacêutico
11471292,Aquisição de bens móveis,,32420000-3 - Equipamento de rede,Secretaria-Geral do Ministério da Defesa Nacional,"REAL LIFE - TECNOLOGIAS DE INFORMAÇÃO, S.A.",,286257.3,264985.47,0.0,2025-05-07,2025-05-22,2025-05-29,,0,600032205,508535166,Lisboa,32,Telecomunicações
11471563,Empreitadas de obras públicas,,45000000-7 - Construção,ESTADO-MAIOR-GENERAL DAS FORÇAS ARMADAS,SECURITAS- Serviços e Tecnologia de Segurança SA,"514498846-Plan-c Technologies | 508607990-SAFETY MATERIAIS CONTRA INCÊNDIO, S.A. | 501390324-Extincêndios - Equip. Protecção e segurança SA | 503686433-Redifogo - Material de Protecção e Segurança Unipessoal, Lda | 507406486-VOLTENE, LDA | 503577600-ENA Portugal - Sistemas de Telecomunicações, S.A. | 500243719-SECURITAS - SERVIÇOS E TECNOLOGIA DE SEGURANÇA, SA | 503257567-Strong Charon",38211.38,11808.37,0.0,2025-05-16,2025-05-28,2025-05-29,,8,600010180,500243719,Lisboa,45,Construção
11391503,Aquisição de bens móveis,,33100000-1 - Equipamento médico,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.","ORTO REGO - COMÉRCIO E APLICAÇÃO DE PROD UTOS ORTOPÉDICOS, LDA",,10640.0,6728.0,0.0,2025-04-02,2025-04-02,2025-05-05,,0,506361616,504820915,Lisboa,33,Equipamento médico e farmacêutico
11391510,Aquisição de bens móveis,,33100000-1 - Equipamento médico,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.",Salutec,,10640.0,110.0,0.0,2025-04-02,2025-04-02,2025-05-05,,0,506361616,506380408,Lisboa,33,Equipamento médico e farmacêutico
11445223,Aquisição de serviços,,50430000-8 - Serviços de reparação e manutenção de equipamento de precisão,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.","VWR International - Material de Laboratório,Lda.",,24236.0,1369.6,0.0,2025-05-14,2025-05-16,2025-05-16,,0,506361616,503842770,Lisboa,50,Reparação e manutenção
11391747,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Loures-Odivelas, E. P. E.",SPECULUM,,141261.19,213.0,0.0,2025-03-11,2025-03-20,2025-05-05,,0,516726862,502996323,Loures,33,Equipamento médico e farmacêutico
11391786,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Loures-Odivelas, E. P. E.","Micro-Tech Portugal, Unipessoal, Lda.",,141261.19,15300.0,0.0,2025-03-11,2025-04-07,2025-05-05,,0,516726862,503818348,Loures,33,Equipamento médico e farmacêutico
11391799,Aquisição de bens móveis,,33696200-7 - Reagentes para análises ao sangue,"Instituto Português do Sangue e da Transplantação, I. P.","ROCHE SISTEMAS DIAGNOSTICO,LDA","502610069-Menarini Diagnósticos Material de Laboratório, Lda, | 504282921-ROCHE SISTEMAS DIAGNOSTICO,LDA | 501086110-WERFEN PORTUGAL, LDA.",1402858.0,1400222.4,0.0,2024-12-27,2025-01-30,2025-05-05,,3,502423943,504282921,Lisboa,33,Equipamento médico e farmacêutico
11445547,Aquisição de serviços,,55322000-3 - Serviços de confecção de refeições,Estado Maior da Força Aérea,"Imperiosa Evidência Unipessoal, Lda.","515705888-Pyramid Target Services Lda | 502611057-Interlimpe - Facility Services S.A | 514307390-IMPERIOSA EVIDÊNCIA - APOIO À RESTAURAÇÃO, UNIPESSOAL, LDA | 500126623-Gertal - Companhia Geral de Restaurantes e Alimentação, S.A. | 518294625-Adverbio Paciente Unipessoal LDA. | 514756969-MultiTrab – Serviços, Lda.",415821.02,274780.0,0.0,2025-02-24,2025-03-14,2025-05-16,,6,600010686,514307390,Alenquer,55,Hotelaria e restauração
11391859,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de Santa Maria, E. P. E.","- - CEPHEID IBERIA, S.L.U. (SUCURSAL EM PORTUGAL)",,1078293.17,25550.0,0.0,2025-04-17,2025-05-05,2025-05-05,,0,508481287,,Lisboa,33,Equipamento médico e farmacêutico
11368039,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.","Coloplast Portugal II Unipessoal, Lda",,55563.3,207.0,0.0,2025-04-14,2025-04-16,2025-04-23,,0,508080142,514719311,Lisboa,33,Equipamento médico e farmacêutico
11368227,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.","BIOSONDA, COMERCIO DE MATERIAL HOSPITALAR, LDA",,194855.0,13775.0,0.0,2025-03-31,2025-04-23,2025-04-23,,0,508080142,501463313,Lisboa,33,Equipamento médico e farmacêutico
11368441,Aquisição de bens móveis,,33692200-9 - Produtos para nutrição parenteral,"Unidade Local de Saúde de Santa Maria, E. P. E.",FRESENIUS KABI PHARMA PORTUGAL,,274992.6,44108.95,0.0,2025-04-08,2025-04-23,2025-04-23,,0,508481287,504293753,Lisboa,33,Equipamento médico e farmacêutico
11368510,Aquisição de bens móveis,,39717200-3 - Aparelhos de ar condicionado,Município de Sintra,"WRDN-Serviços de Assistência e Manutenção Global Unipessoal, Ld",,7880.0,6240.0,0.0,2025-04-07,2025-04-23,2025-04-23,,0,500051062,513997229,Sintra,39,Mobiliário e limpeza
11472101,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Instituto Português de Oncologia de Lisboa FG, E.P.E.","Smith &amp; Nephew, Lda","503552461-Smith &amp; Nephew, Lda | 501886621-EXPOMEDICA | 508194970-Globiprotec, Unip. Lda | 980560241-3M Espanã, S.L. Sucursal em Portugal",90188.2,90188.2,0.0,2025-05-27,2025-05-28,2025-05-29,,4,506361616,503552461,Lisboa,33,Equipamento médico e farmacêutico
11368739,Aquisição de serviços,,72300000-8 - Serviços relacionados com dados,"Rádio e Televisão de Portugal, S. A.","Almouroltec - Serv. de Informática e Internet, Lda",,221000.0,166800.0,0.0,2025-04-09,2025-04-22,2025-04-23,,0,500225680,502665696,Lisboa,72,TI e consultoria
11368775,Aquisição de bens móveis,,39800000-0 - Produtos de limpeza e polimento,APPACDM DE LISBOA - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental,"A.S.C.-Comercio Produtos Higiene,Lda","509600514-Exposerve - Services, Lda. | 507501888-Abreu E Pedra - Higiene E Bem Estar, Lda | 501847049-HIGIENOVA-HIGIENE E LIMPEZA INDUSTRIAL, LDA | 507945662-maquilotus-comercio de produtos de limpeza lda | 505495414-A.S.C.-Comercio Produtos Higiene,Lda | 507884035-Megaclean - Soluções de Higiene Profissional Lda",51538.0,51538.0,0.0,2025-03-25,2025-04-15,2025-04-23,,6,504646788,505495414,Lisboa,39,Mobiliário e limpeza
11472447,Empreitadas de obras públicas,,45220000-5 - Obras de engenharia civil e construção de estruturas,"Instituto Nacional de Estatística, I. P.","FRATERNA - ENGENHARIA, CONSULTORIA E CONSTRUÇÃO, LDA.","503373788-FRATERNA – Engenharia, Consultoria e Construção",590000.0,579200.0,0.0,2025-05-22,2025-05-29,2025-05-30,,1,502237490,503373788,Lisboa,45,Construção
11391918,Empreitadas de obras públicas,,45262330-3 - Reparação de betão,INSTITUTO DE GESTÃO FINANCEIRA E EQUIPAMENTOS DA J,"Monocapa - Sociedade de Impermeabilizações e Construções, Lda",,160000.0,117986.0,0.0,2025-04-03,2025-05-01,2025-05-05,,0,510361242,504290118,Lisboa,45,Construção
11392101,Aquisição de serviços,,72200000-7 - Serviços de consultoria e de programação de software,"Instituto de Gestão Financeira e Equipamentos da Justiça, I. P.","INDRA Sistemas Portugal, S.A.","515371378-MARCOS BARROSA, UNIPESSOAL LDA | 515777048-IGNÍT PEOPLE, S.A. | 513266488-Dellent Consulting, Lda | 506176142-INDRA Sistemas Portugal, S.A.",137280.0,132332.21,0.0,2025-04-03,2025-05-01,2025-05-05,,4,510361242,506176142,Lisboa,72,TI e consultoria
11392259,Aquisição de serviços,,72200000-7 - Serviços de consultoria e de programação de software,"Instituto de Gestão Financeira e Equipamentos da Justiça, I. P.","Timestamp - Sistemas de Informação, S.A.",506360237-TIMESTAMP – Sistemas de Informação SA,739100.0,739000.0,0.0,2025-02-14,2025-04-15,2025-05-05,,1,510361242,506360237,Lisboa,72,TI e consultoria
11392433,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Loures-Odivelas, E. P. E.","Enerre Pharma, lda",,201150.59,1521.69,0.0,2025-03-11,2025-03-21,2025-05-05,,0,516726862,514818484,Loures,33,Equipamento médico e farmacêutico
11392497,Aquisição de serviços,,71356300-1 - Serviços de apoio técnico,Secretaria-Geral do Min. dos Negócios Estrangeiros,"Daily Spin II Unipessoal, Lda.","514756969-MultiTrab – Serviços, Lda. | 516541307-IDONEOS, LDA. | 504136992-Synchro-Serviços de Outsourcing, Lda | 516644815-WindinWhite - Comércio e Serviços , Lda | 516278592-Daily Spin II Unipessoal, Lda.",78624.0,71064.0,0.0,2025-02-18,2025-03-10,2025-05-05,,5,600014576,516278592,Lisboa,71,Arquitetura e engenharia
11392590,Empreitadas de obras públicas,,45432110-8 - Obras de pavimentação,"Cascais Próxima - Gestão de Mobilidade, Espaços Urbanos e Energias, E. M., S. A.",TECNO ESTRUTURA-CONSTRUÇÕES CIVIS INDUSTRIAIS E OBRAS PUBLICAS LDA,"513401490-INFRAROAD UNIPESSOAL LDA | 514714662-Domus Express - Construção, Manutenção e Gestão de Imóveis, Lda | 507383125-Estrela do Norte | 500120501-Sanestradas-Empreitadas de Obras Públicas e Particulares S.A. | 502496878-Construções Pragosa, SA | 510987303-Amisf - Engenharia e Construção Unipessoal, Lda. | 502186810-TECNO ESTRUTURA-CONSTRUÇÕES CIVIS INDUSTRIAIS E OBRAS PUBLICAS LDA",2100000.0,350000.0,0.0,2025-04-17,2025-05-05,2025-05-05,,7,504853635,502186810,Cascais,45,Construção
11392696,Aquisição de bens móveis,,33184000-3 - Próteses,Santa Casa da Misericórdia de Lisboa,JOHNSON &amp; JOHNSON LDA.,"500153370-JOHNSON &amp; JOHNSON, LDA | 504594214-Stryker Portugal Produtos Médicos, Lda.",496327.2,4650.0,0.0,2025-03-27,2025-04-03,2025-05-05,,2,500745471,500153370,,33,Equipamento médico e farmacêutico
